Collection Name,path ,Serial No.,Product Name,End use,fabric type,Transparency,Pattern,Color,composition,gsm,collection_changed
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 3/Botanica ,6078,(BOTANICA 06)(6078),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Cream,100% Polyester,256,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 3/Botanica ,6080,(BOTANICA 06)(6080),"Curtains,Cushions",Jacquard,Opaque,Ogee,"cream, beige",100% Polyester,265,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 3/Botanica ,6081,(BOTANICA 06)(6081),"Curtains,Cushions",Jacquard,Opaque,Floral,white,100% Polyester,246,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 3/Botanica ,6083,(BOTANICA 06)(6083),"Curtains,Cushions",Jacquard,Opaque,Leaves,white,100% Polyester,261,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 3/Botanica ,6084,(BOTANICA 06)(6084),"Curtains,Cushions",Jacquard,Opaque,Ogee,"Cream, white",100% Polyester,265,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 3/Botanica ,6085,(BOTANICA 06)(6085),"Curtains,Cushions",Jacquard,Opaque,Leaves,white,100% Polyester,225,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 3/Botanica ,6086,(BOTANICA 06)(6086),"Curtains,Cushions",Embroidery,Opaque,"Leaves, Abstract",white,100% Polyester,246,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 3/Botanica ,6087,(BOTANICA 06)(6087),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",white,100% Polyester,256,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 3/Botanica ,6088,(BOTANICA 06)(6088),"Curtains,Cushions",Jacquard,Opaque,"leaves, abstract",white,100% Polyester,259,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 3/Botanica ,6089,(BOTANICA 06)(6089),"Curtains,Cushions",Jacquard,Opaque,Leaves,Grey,100% Polyester,225,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 3/Botanica ,6090,(BOTANICA 06)(6090),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Grey,100% Polyester,256,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 3/Botanica ,6092,(BOTANICA 06)(6092),"Curtains,Cushions",Jacquard,Opaque,"Floral, Abstract","Grey, Brown",100% Polyester,248,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,6093,(BOTANICA 06)(6093),"Curtains,Cushions",Jacquard,Opaque,"Floral, Leaves",Grey,88% Polyester : 12% Cotton,260,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,6094,(BOTANICA 06)(6094),"Curtains,Cushions",Jacquard,Opaque,Leaves,Grey,100% Polyester,284,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,6095,(BOTANICA 06)(6095),"Curtains,Cushions",Jacquard,Opaque,"Geometric, leaves",Grey,100% Polyester,259,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,6096,(BOTANICA 06)(6096),"Curtains,Cushions",Jacquard,Opaque,Leaves,Grey,100% Polyester,225,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,6097,(BOTANICA 06)(6097),"Curtains,Cushions",Jacquard,Opaque,Ogee,"Grey, blue",100% Polyester,265,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,6098,(BOTANICA 06)(6098),"Curtains,Cushions",Jacquard,Opaque,"Floral, Leaves",Grey,100% Polyester,261,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,6099,(BOTANICA 06)(6099),"Curtains,Cushions",Jacquard,Opaque,Abstract,"Grey, blue",100% Polyester,260,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,6100,(BOTANICA 06)(6100),"Curtains,Cushions",Jacquard,Opaque,Floral,Grey,100% Polyester,246,botanica
BOTANICA 06,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,6102,(BOTANICA 06)(6102),"Curtains,Cushions",Jacquard,Opaque,Leaves,Grey,100% Polyester,284,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,301,(BOTANICA 3)(301),"Curtains,Cushions",Jacquard,Opaque,"Geometric, Abstract",Beige,100% Polyester,254,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,302,(BOTANICA 3)(302),"Curtains,Cushions",Jacquard,Opaque,Marble,Beige,100% Polyester,265,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,303,(BOTANICA 3)(303),"Curtains,Cushions",Jacquard,Opaque,Leaves,"Grey, Beige",100% Polyester,243,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,304,(BOTANICA 3)(304),"Curtains,Cushions",Jacquard,Opaque,"Geometric, Abstract",Beige,100% Polyester,315,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,305,(BOTANICA 3)(305),"Curtains,Cushions",Jacquard,Opaque,"Stripes, Abstract","Grey, Beige",100% Polyester,263,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,306,(BOTANICA 3)(306),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Beige,100% Polyester,268,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,307,(BOTANICA 3)(307),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract","Grey, Beige",100% Polyester,266,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,308,(BOTANICA 3)(308),"Curtains,Cushions",Embroidery,Opaque,"Leaves, Abstract",Grey,100% Polyester,250,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,309,(BOTANICA 3)(309),"Curtains,Cushions",Jacquard,Opaque,"Stripes, Abstract","Grey, Beige",100% Polyester,263,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,310,(BOTANICA 3)(310),"Curtains,Cushions",Jacquard,Opaque,"Checks, Abstract",Grey,100% Polyester,265,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,311,(BOTANICA 3)(311),"Curtains,Cushions",Jacquard,Opaque,Marble,beige,100% Polyester,238,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,312,(BOTANICA 3)(312),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",beige,100% Polyester,229,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,313,(BOTANICA 3)(313),"Curtains,Cushions",Jacquard,Opaque,Leaves,Beige,100% Polyester,267,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,314,(BOTANICA 3)(314),"Curtains,Cushions",Jacquard,Opaque,"Geometric, Abstract","Beige, cream",100% Polyester,254,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,315,(BOTANICA 3)(315),"Curtains,Cushions",Embroidery,Opaque,Leaves,cream,100% Polyester,250,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,316,(BOTANICA 3)(316),"Curtains,Cushions",Jacquard,Opaque,"Indian, Abstract","beige, cream",100% Polyester,227,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,317,(BOTANICA 3)(317),"Curtains,Cushions",Jacquard,Opaque,Leaves,"Beige, Cream",100% Polyester,243,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,318,(BOTANICA 3)(318),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",cream,64% Polyester : 36% Cotton,300,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,319,(BOTANICA 3)(319),"Curtains,Cushions",Jacquard,Opaque,"Checks, Abstract",beige,100% Polyester,265,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,320,(BOTANICA 3)(320),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Stripes",Beige,100% Polyester,264,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,321,(BOTANICA 3)(321),"Curtains,Cushions",Embroidery,Opaque,Leaves,White,100% Polyester,250,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,322,(BOTANICA 3)(322),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",White,100% Polyester,315,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,323,(BOTANICA 3)(323),"Curtains,Cushions",Jacquard,Opaque,Leaves,"White, cream",100% Polyester,243,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,324,(BOTANICA 3)(324),"Curtains,Cushions",Jacquard,Opaque,"Checks, Abstract",White,100% Polyester,265,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,325,(BOTANICA 3)(325),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Stripes",White,100% Polyester,264,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,326,(BOTANICA 3)(326),"Curtains,Cushions",Jacquard,Opaque,"Stripes, Abstract","White, cream",100% Polyester,263,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,327,(BOTANICA 3)(327),"Curtains,Cushions",Jacquard,Opaque,Marble,Grey,100% Polyester,265,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,328,(BOTANICA 3)(328),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Grey,64% Polyester : 36% Cotton,300,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,329,(BOTANICA 3)(329),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Grey,100% Polyester,267,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,330,(BOTANICA 3)(330),"Curtains,Cushions",Jacquard,Opaque,Abstract,Grey,80% Polyester : 20% Cotton,280,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,331,(BOTANICA 3)(331),"Curtains,Cushions",Jacquard,Opaque,"Checks, Abstract",Grey,100% Polyester,265,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,332,(BOTANICA 3)(332),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Grey,100% Polyester,266,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,333,(BOTANICA 3)(333),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Grey,100% Polyester,229,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,334,(BOTANICA 3)(334),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract","Grey, black",100% Polyester,267,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,335,(BOTANICA 3)(335),"Curtains,Cushions",Jacquard,Opaque,Leaves,"Grey, black",100% Polyester,267,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,336,(BOTANICA 3)(336),"Curtains,Cushions",Jacquard,Opaque,"Geometric, Abstract","Grey, black",100% Polyester,254,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 4/Botanica,337,(BOTANICA 3)(337),"Curtains,Cushions",Jacquard,Opaque,Leaves,"Grey, black",100% Polyester,243,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,338,(BOTANICA 3)(338),"Curtains,Cushions",Embroidery,Opaque,Leaves,"Grey, black",100% Polyester,250,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,339,(BOTANICA 3)(339),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Stripes","Grey, black",100% Polyester,264,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,340,(BOTANICA 3)(340),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Brown,100% Polyester,267,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,341,(BOTANICA 3)(341),"Curtains,Cushions",Embroidery,Opaque,Leaves,Brown,100% Polyester,250,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,342,(BOTANICA 3)(342),"Curtains,Cushions",Jacquard,Opaque,Marble,Brown,100% Polyester,238,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,343,(BOTANICA 3)(343),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Stripes",Brown,100% Polyester,264,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,344,(BOTANICA 3)(344),"Curtains,Cushions",Jacquard,Opaque,"Checks, Abstract",Brown,100% Polyester,265,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,345,(BOTANICA 3)(345),"Curtains,Cushions",Jacquard,Opaque,Leaves,Brown,100% Polyester,243,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,346,(BOTANICA 3)(346),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Brown,100% Polyester,266,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,347,(BOTANICA 3)(347),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Brown,100% Polyester,251,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,348,(BOTANICA 3)(348),"Curtains,Cushions",Jacquard,Opaque,Leaves,Brown,100% Polyester,267,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,349,(BOTANICA 3)(349),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Brown,64% Polyester : 36% Cotton,300,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,350,(BOTANICA 3)(350),"Curtains,Cushions",Jacquard,Opaque,Abstract,Brown,80% Polyester : 20% Cotton,280,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,351,(BOTANICA 3)(351),"Curtains,Cushions",Jacquard,Opaque,Leaves,Brown,100% Polyester,229,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,352,(BOTANICA 3)(352),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Brown,100% Polyester,315,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,353,(BOTANICA 3)(353),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Brown,100% Polyester,268,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,354,(BOTANICA 3)(354),"Curtains,Cushions",Jacquard,Opaque,Leaves,orange,100% Polyester,267,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,355,(BOTANICA 3)(355),"Curtains,Cushions",Jacquard,Opaque,"Checks, Abstract",orange,100% Polyester,265,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,356,(BOTANICA 3)(356),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Stripes",orange,100% Polyester,264,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,357,(BOTANICA 3)(357),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Abstract",orange,100% Polyester,267,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,358,(BOTANICA 3)(358),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",orange,64% Polyester : 36% Cotton,300,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,359,(BOTANICA 3)(359),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract","orange, black",100% Polyester,229,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,360,(BOTANICA 3)(360),"Curtains,Cushions",Jacquard,Opaque,Abstract,orange,80% Polyester : 20% Cotton,280,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,361,(BOTANICA 3)(361),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Green,100% Polyester,266,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,362,(BOTANICA 3)(362),"Curtains,Cushions",Jacquard,Opaque,Leaves,Green,100% Polyester,250,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,363,(BOTANICA 3)(363),"Curtains,Cushions",Jacquard,Opaque,"Checks, Abstract",Green,100% Polyester,265,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,364,(BOTANICA 3)(364),"Curtains,Cushions",Jacquard,Opaque,Leaves,Green,100% Polyester,243,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,365,(BOTANICA 3)(365),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Stripes",Green,100% Polyester,264,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,366,(BOTANICA 3)(366),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Blue,100% Polyester,229,botanica
BOTANICA 3,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,367,(BOTANICA 3)(367),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Blue,100% Polyester,268,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,401,(BOTANICA 4)(401),"Curtains,Cushions",Jacquard,Opaque,Marble,Beige,100% Polyester,224,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,402,(BOTANICA 4)(402),"Curtains,Cushions",Jacquard,Opaque,Abstract,Beige,100% Polyester,228,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,403,(BOTANICA 4)(403),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Beige,100% Polyester,263,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,404,(BOTANICA 4)(404),"Curtains,Cushions",Jacquard,Opaque,"Floral, Abstract",Beige,100% Polyester,235,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,405,(BOTANICA 4)(405),"Curtains,Cushions",Jacquard,Opaque,Leaves,Beige,100% Polyester,263,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,406,(BOTANICA 4)(406),"Curtains,Cushions",Jacquard,Opaque,Abstract,Beige,100% Polyester,265,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,407,(BOTANICA 4)(407),"Curtains,Cushions",Jacquard,Opaque,stripes,Beige,100% Polyester,240,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,408,(BOTANICA 4)(408),"Curtains,Cushions",Jacquard,Opaque,Geometric,Beige,100% Polyester,265,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,409,(BOTANICA 4)(409),"Curtains,Cushions",Jacquard,Opaque,Indian,Beige,100% Polyester,228,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,410,(BOTANICA 4)(410),"Curtains,Cushions",Jacquard,Opaque,Ogee,Beige,100% Polyester,261,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,411,(BOTANICA 4)(411),"Curtains,Cushions",Jacquard,Opaque,"Stripes, Abstract",Beige,100% Polyester,208,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,412,(BOTANICA 4)(412),"Curtains,Cushions",Jacquard,Opaque,Leaves,Beige,100% Polyester,263,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,413,(BOTANICA 4)(413),"Curtains,Cushions",Jacquard,Opaque,Leaves,"Grey, Beige",100% Polyester,240,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,414,(BOTANICA 4)(414),"Curtains,Cushions",Jacquard,Opaque,"Stripes, Abstract",Grey,100% Polyester,245,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,415,(BOTANICA 4)(415),"Curtains,Cushions",Jacquard,Opaque,Leaves,Grey,100% Polyester,263,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,416,(BOTANICA 4)(416),"Curtains,Cushions",Jacquard,Opaque,"Stripes, Abstract","Grey, beige",100% Polyester,240,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,417,(BOTANICA 4)(417),"Curtains,Cushions",Jacquard,Opaque,Ogee,Grey,100% Polyester,261,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,418,(BOTANICA 4)(418),"Curtains,Cushions",Jacquard,Opaque,Abstract,Brown,100% Polyester,228,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,419,(BOTANICA 4)(419),"Curtains,Cushions",Jacquard,Opaque,"Stripes, Abstract",Brown,100% Polyester,240,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,420,(BOTANICA 4)(420),"Curtains,Cushions",Jacquard,Opaque,Marble,Brown,100% Polyester,224,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,421,(BOTANICA 4)(421),"Curtains,Cushions",Jacquard,Opaque,Indian,Brown,100% Polyester,228,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,422,(BOTANICA 4)(422),"Curtains,Cushions",Jacquard,Opaque,"floral, Abstract",Brown,100% Polyester,230,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,423,(BOTANICA 4)(423),"Curtains,Cushions",Jacquard,Opaque,Marble,Grey,100% Polyester,224,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,424,(BOTANICA 4)(424),"Curtains,Cushions",Jacquard,Opaque,Indian,Grey,100% Polyester,228,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,425,(BOTANICA 4)(425),"Curtains,Cushions",Jacquard,Opaque,Leaves,Grey,100% Polyester,263,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,426,(BOTANICA 4)(426),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Stripes","Grey, Beige",100% Polyester,256,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,427,(BOTANICA 4)(427),"Curtains,Cushions",Jacquard,Opaque,"Checks, Abstract","Grey, cream",100% Polyester,265,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,428,(BOTANICA 4)(428),"Curtains,Cushions",Jacquard,Opaque,Leaves,"Grey, cream",100% Polyester,240,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,430,(BOTANICA 4)(430),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Stripes","Grey, beige",100% Polyester,256,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,431,(BOTANICA 4)(431),"Curtains,Cushions",Jacquard,Opaque,Indian,Grey,30% Polyester : 70% Cotton,299,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,432,(BOTANICA 4)(432),"Curtains,Cushions",Jacquard,Opaque,"Geometric, Abstract",Grey,70% Polyester : 30% Cotton,295,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,433,(BOTANICA 4)(433),"Curtains,Cushions",Jacquard,Opaque,Indian,Grey,100% Polyester,228,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,434,(BOTANICA 4)(434),"Curtains,Cushions",Jacquard,Opaque,Leaves,White,100% Polyester,263,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,435,(BOTANICA 4)(435),"Curtains,Cushions",Jacquard,Opaque,Abstract,White,100% Polyester,228,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,436,(BOTANICA 4)(436),"Curtains,Cushions",Jacquard,Opaque,"floral, Abstract",White,100% Polyester,230,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,437,(BOTANICA 4)(437),"Curtains,Cushions",Jacquard,Opaque,Leaves,White,100% Polyester,240,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,438,(BOTANICA 4)(438),"Curtains,Cushions",Jacquard,Opaque,"Stripes, Abstract",White,100% Polyester,208,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,439,(BOTANICA 4)(439),"Curtains,Cushions",Jacquard,Opaque,Geometric,White,100% Polyester,265,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,440,(BOTANICA 4)(440),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",White,100% Polyester,263,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,441,(BOTANICA 4)(441),"Curtains,Cushions",Jacquard,Opaque,Ogee,blue,100% Polyester,261,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,442,(BOTANICA 4)(442),"Curtains,Cushions",Jacquard,Opaque,"Geometric, Abstract",blue,70% Polyester : 30% Cotton,295,botanica
BOTANICA 4,/content/drive/MyDrive/Scan JD shadecards/Botanica 6/Botanica ,443,(BOTANICA 4)(443),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Stripes, Abstract","blue, beige",100% Polyester,256,botanica
