Collection Name,path ,Serial No.,Product Name,End use,fabric type,Transparency,Pattern,Color,composition,gsm,collection_changed
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2601,(FORTUNE AKRON)(2601),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Beige,100% Polyester,340,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2602,(FORTUNE AKRON)(2602),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Beige,100% Polyester,410,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2603,(FORTUNE AKRON)(2603),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Beige,100% Polyester,410,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2604,(FORTUNE AKRON)(2604),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Beige,100% Polyester,445,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2605,(FORTUNE AKRON)(2605),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Beige,100% Polyester,355,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2606,(FORTUNE AKRON)(2606),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Beige,100% Polyester,430,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2607,(FORTUNE AKRON)(2607),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Beige,100% Polyester,345,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2608,(FORTUNE AKRON)(2608),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Beige,100% Polyester,355,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2609,(FORTUNE AKRON)(2609),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Beige,100% Polyester,310,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2610,(FORTUNE AKRON)(2610),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Beige,100% Polyester,430,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2611,(FORTUNE AKRON)(2611),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Grey,100% Polyester,345,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2612,(FORTUNE AKRON)(2612),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Grey,100% Polyester,410,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2613,(FORTUNE AKRON)(2613),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Beige,100% Polyester,445,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2614,(FORTUNE AKRON)(2614),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Beige,100% Polyester,340,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2615,(FORTUNE AKRON)(2615),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Grey,100% Polyester,345,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2616,(FORTUNE AKRON)(2616),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Grey,100% Polyester,340,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2617,(FORTUNE AKRON)(2617),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Grey,100% Polyester,355,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2618,(FORTUNE AKRON)(2618),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Grey,100% Polyester,345,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2619,(FORTUNE AKRON)(2619),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Grey,100% Polyester,340,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2620,(FORTUNE AKRON)(2620),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Grey,100% Polyester,345,fortuneakron
FORTUNE AKRON,/content/drive/MyDrive/Scan JD shadecards/ALPS/AKRON,2621,(FORTUNE AKRON)(2621),"Sofa,Cushions",Jacquard,Opaque,Plains and Textures,Grey,100% Polyester,355,fortuneakron
ALPS,/content/drive/MyDrive/Scan JD shadecards/ALPS/ALPS,101,(ALPS)(101),"Sofa,Curtains,Cushions",Velvet,Opaque, Indian,"Red, Grey, Green",100% Polyester Filament,222,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/ALPS/ALPS,102,(ALPS)(102),"Sofa,Cushions",Velvet,Opaque,"Geometric, Checks","Red, Grey",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/ALPS/ALPS,103,(ALPS)(103),"Sofa,Cushions",Velvet,Opaque,"Plains and Textures, Abstract","Red, Yellow",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/ALPS/ALPS,104,(ALPS)(104),"Sofa,Cushions",Velvet,Opaque,Abstract,"Green, Red, brown",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/ALPS/ALPS,105,(ALPS)(105),"Sofa,Curtains,Cushions",Velvet,Opaque,"Damasks and Paisleys, Classical","Green, Red",100% Polyester Filament,222,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/ALPS/ALPS,106,(ALPS)(106),"Sofa,Cushions",Velvet,Opaque,"Patchwork, Floral","Red, Purple",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/ALPS/ALPS,107,(ALPS)(107),"Sofa,Curtains,Cushions",Velvet,Opaque,                      Indian,"Grey, Brown",100% Polyester Filament,222,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/ALPS/ALPS,108,(ALPS)(108),"Sofa,Cushions",Velvet,Opaque,"Geometric, Checks","Brown, Grey",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/ALPS/ALPS,109,(ALPS)(109),"Sofa,Cushions",Velvet,Opaque,"Plains and Textures, Abstract",Beige,100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,110,(ALPS)(110),"Sofa,Cushions",Velvet,Opaque,Abstract,"Beige, Purple",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,111,(ALPS)(111),"Sofa,Curtains,Cushions",Velvet,Opaque,"Damasks and Paisleys, Classical","Beige, Brown",100% Polyester Filament,222,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,112,(ALPS)(112),"Sofa,Cushions",Velvet,Opaque,"Patchwork, Floral",Brown,100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,113,(ALPS)(113),"Sofa,Curtains,Cushions",Velvet,Opaque,                 Indian,"Grey, Blue",100% Polyester Filament,222,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,114,(ALPS)(114),"Sofa,Cushions",Velvet,Opaque,"                   Geometric, Checks","Pink, Blue",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,115,(ALPS)(115),"Sofa,Cushions",Velvet,Opaque,"Plains and Textures, Abstract","Blue, Pink",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,116,(ALPS)(116),"Sofa,Cushions",Velvet,Opaque,Abstract,"Blue, Pink",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,117,(ALPS)(117),"Sofa,Curtains,Cushions",Velvet,Opaque,"Damasks and Paisleys, Classical",Purple,100% Polyester Filament,222,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,118,(ALPS)(118),"Sofa,Cushions",Velvet,Opaque,"Patchwork, Floral",Black,100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,119,(ALPS)(119),"Sofa,Curtains,Cushions",Velvet,Opaque,Indian,"Grey, Yellow",100% Polyester Filament,222,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,120,(ALPS)(120),"Sofa,Cushions",Velvet,Opaque,"                   Geometric, Checks","Yellow, Blue",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,121,(ALPS)(121),"Sofa,Cushions",Velvet,Opaque,"Plains and Textures, Abstract",Yellow,100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,122,(ALPS)(122),"Sofa,Cushions",Velvet,Opaque,Abstract,"Yellow, Blue",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,123,(ALPS)(123),"Sofa,Curtains,Cushions",Velvet,Opaque,"Damasks and Paisleys, Classical","Yellow, Purple",100% Polyester Filament,222,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,124,(ALPS)(124),"Sofa,Cushions",Velvet,Opaque,"Patchwork, Floral",Black,100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,125,(ALPS)(125),"Sofa,Curtains,Cushions",Velvet,Opaque,Indian,"Grey, Blue",100% Polyester Filament,222,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,126,(ALPS)(126),"Sofa,Cushions",Velvet,Opaque,"Geometric, Checks","Grey, Blue",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,127,(ALPS)(127),"Sofa,Cushions",Velvet,Opaque,"Plains and Textures, Abstract","Blue, Grey",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,128,(ALPS)(128),"Sofa,Cushions",Velvet,Opaque,Abstract,"Blue, Black",100% Polyester Filament,332,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,129,(ALPS)(129),"Sofa,Curtains,Cushions",Velvet,Opaque,"Damasks and Paisleys, Classical",Blue,100% Polyester Filament,222,alps
ALPS,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,130,(ALPS)(130),"Sofa,Cushions",Velvet,Opaque,"Patchwork, Floral",Blue,100% Polyester Filament,332,alps
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,01,(AROMA)(1),Curtains,Jacquard,Opaque,Leaves,White,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,02,(AROMA)(2),Curtains,Jacquard,Opaque,Leaves,White,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 1 & Aroma 2/Aroma,03,(AROMA)(3),Curtains,Jacquard,Opaque,Ogee,White,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,04,(AROMA)(4),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical",White,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,05,(AROMA)(5),Curtains,Jacquard,Opaque,Leaves,Beige,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,06,(AROMA)(6),Curtains,Jacquard,Opaque,Leaves,Beige,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,07,(AROMA)(7),Curtains,Jacquard,Opaque,Ogee,Beige,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,08,(AROMA)(8),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical",Beige,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,09,(AROMA)(9),Curtains,Jacquard,Opaque,Leaves,"Grey, Beige",99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,10,(AROMA)(10),Curtains,Jacquard,Opaque,Leaves,"Grey, Beige",99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,11,(AROMA)(11),Curtains,Jacquard,Opaque,Ogee,"Grey, Beige",99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,12,(AROMA)(12),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical","Grey, Beige",99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,13,(AROMA)(13),Curtains,Jacquard,Opaque,Leaves,Black,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,14,(AROMA)(14),Curtains,Jacquard,Opaque,Leaves,Black,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,15,(AROMA)(15),Curtains,Jacquard,Opaque,Ogee,Black,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,16,(AROMA)(16),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical",Black,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,17,(AROMA)(17),Curtains,Jacquard,Opaque,Leaves,Purple,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,18,(AROMA)(18),Curtains,Jacquard,Opaque,Leaves,Purple,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,19,(AROMA)(19),Curtains,Jacquard,Opaque,Ogee,Purple,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,20,(AROMA)(20),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical",Purple,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,21,(AROMA)(21),Curtains,Jacquard,Opaque,Leaves,Grey,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,22,(AROMA)(22),Curtains,Jacquard,Opaque,Leaves,Grey,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,23,(AROMA)(23),Curtains,Jacquard,Opaque,Ogee,Grey,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,24,(AROMA)(24),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical",Grey,99.00% POL FIL + 1.00% LYCRA,242.78,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1001,(AROMA 10)(1001),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical","Grey, Beige",74.00% POL FIL + 26.00% COT SPN,258.7,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1002,(AROMA 10)(1002),"Curtains,Cushions",Jacquard,Opaque,Geometric,Grey,48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1003,(AROMA 10)(1003),"Curtains,Cushions",Jacquard,Opaque,Geometric,Grey,48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1004,(AROMA 10)(1004),"Curtains,Cushions",Jacquard,Opaque,"Stripes, Abstract",Grey,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1005,(AROMA 10)(1005),"Curtains,Cushions",Jacquard,Opaque,"Leaves, Abstract",Grey,48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1006,(AROMA 10)(1006),"Curtains,Cushions",Jacquard,Opaque,"Floral, Classical",Grey,48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1007,(AROMA 10)(1007),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",Grey,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1008,(AROMA 10)(1008),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical","Grey, cream",57.00% POL FIL + 24.00% VIS SPN + 10.00% COT SPN + 9.00% LINEN,260.29,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1009,(AROMA 10)(1009),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical",Grey,74.00% POL FIL + 26.00% COT SPN,258.7,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1010,(AROMA 10)(1010),Curtains,Jacquard,Opaque,Stripes,Grey,74.00% POL FIL + 26.00% LINEN,213.5,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1011,(AROMA 10)(1011),"Curtains,Cushions",Jacquard,Opaque,"Stripes, Abstract",Grey,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1013,(AROMA 10)(1013),"Curtains,Cushions",Jacquard,Opaque,"Floral, Classical",Beige,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1014,(AROMA 10)(1014),"Curtains,Cushions",Jacquard,Opaque,"Floral, Leaves",Beige,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1015,(AROMA 10)(1015),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical",Beige,57.00% POL FIL + 24.00% VIS SPN + 10.00% COT SPN + 9.00% LINEN,260.29,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1016,(AROMA 10)(1016),"Curtains,Cushions",Jacquard,Opaque,"Floral, Classical",Beige,48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1017,(AROMA 10)(1017),Curtains,Jacquard,Opaque,Stripes,white,74.00% POL FIL + 26.00% LINEN,213.5,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1018,(AROMA 10)(1018),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical",Beige,57.00% POL FIL + 24.00% VIS SPN + 10.00% COT SPN + 9.00% LINEN,260.29,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1019,(AROMA 10)(1019),Curtains,Jacquard,Opaque,Stripes,Beige,74.00% POL FIL + 26.00% LINEN,213.5,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1020,(AROMA 10)(1020),"Curtains,Cushions",Jacquard,Opaque,Leaves,Beige,48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1021,(AROMA 10)(1021),"Curtains,Cushions",Jacquard,Opaque,Geometric,Beige,48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1022,(AROMA 10)(1022),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",Beige,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1023,(AROMA 10)(1023),"Curtains,Cushions",Jacquard,Opaque,"Floral, Leaves",Grey,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1024,(AROMA 10)(1024),"Curtains,Cushions",Jacquard,Opaque,Geometric,Cream,48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1027,(AROMA 10)(1027),"Curtains,Cushions",Jacquard,Opaque,"Floral, Classical","Cream, Grey",48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1028,(AROMA 10)(1028),"Curtains,Cushions",Jacquard,Opaque,Geometric,"Cream, Grey",48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1029,(AROMA 10)(1029),"Curtains,Cushions",Jacquard,Opaque,Leaves,"Cream, Grey",48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1030,(AROMA 10)(1030),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical","Cream, Grey",57.00% POL FIL + 24.00% VIS SPN + 10.00% COT SPN + 9.00% LINEN,260.29,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1031,(AROMA 10)(1031),"Curtains,Cushions",Jacquard,Opaque,"Floral, Classical",Beige,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1032,(AROMA 10)(1032),"Curtains,Cushions",Jacquard,Opaque,"Floral, Leaves",Yellow,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1034,(AROMA 10)(1034),"Curtains,Cushions",Jacquard,Opaque,Geometric,Yellow,48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1035,(AROMA 10)(1035),"Curtains,Cushions",Jacquard,Opaque,"Floral, Classical",Yellow,48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1040,(AROMA 10)(1040),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",Yellow,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1041,(AROMA 10)(1041),"Curtains,Cushions",Jacquard,Opaque,"Stripes, Abstract",Brown,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1042,(AROMA 10)(1042),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical",Pink,74.00% POL FIL + 26.00% COT SPN,258.7,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1043,(AROMA 10)(1043),"Curtains,Cushions",Jacquard,Opaque,"Floral, Classical",Pink,48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1044,(AROMA 10)(1044),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",Pink,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1045,(AROMA 10)(1045),"Curtains,Cushions",Jacquard,Opaque,"Stripes, Abstract",Pink,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1047,(AROMA 10)(1047),"Curtains,Cushions",Jacquard,Opaque,Leaves,Pink,48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1048,(AROMA 10)(1048),"Curtains,Cushions",Jacquard,Opaque,"Floral, Leaves",Pink,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1049,(AROMA 10)(1049),Curtains,Jacquard,Opaque,"Damasks and Paisleys, Classical",Blue,74.00% POL FIL + 26.00% COT SPN,258.7,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1050,(AROMA 10)(1050),"Curtains,Cushions",Jacquard,Opaque,"Stripes, Abstract",Blue,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1052,(AROMA 10)(1052),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",Blue,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1053,(AROMA 10)(1053),"Curtains,Cushions",Jacquard,Opaque,"Floral, Classical",Blue,48.00% POL FIL + 29.00% VIS SPN + 23.00% COT SPN,226.12,aroma
AROMA 10,/content/drive/MyDrive/Scan JD shadecards/Aroma 10/Aroma ,1054,(AROMA 10)(1054),"Curtains,Cushions",Jacquard,Opaque,"Floral, Leaves",Green,71.00% POL FIL + 29.00% COT SPN,273.27,aroma
